age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager
38,no,travel_frequently,888,human resources,10,4,human resources,3,male,71,3,2,human resources,3,married,6077,14814,3,no,11,3,3,0,10,2,3,6,3,1,2
35,no,travel_rarely,992,research & development,1,3,medical,4,male,68,2,1,laboratory technician,1,single,2450,21731,1,no,19,3,2,0,3,3,3,3,0,1,2
30,no,travel_rarely,1288,sales,29,4,technical degree,3,male,33,3,3,sales executive,2,married,9250,17799,3,no,12,3,2,1,9,3,3,4,2,1,3
35,yes,travel_rarely,104,research & development,2,3,life sciences,1,female,69,3,1,laboratory technician,1,divorced,2074,26619,1,yes,12,3,4,1,1,2,3,1,0,0,0
53,yes,travel_rarely,607,research & development,2,5,technical degree,3,female,78,2,3,manufacturing director,4,married,10169,14618,0,no,16,3,2,1,34,4,3,33,7,1,9
38,yes,travel_rarely,903,research & development,2,3,medical,3,male,81,3,2,manufacturing director,2,married,4855,7653,4,no,11,3,1,2,7,2,3,5,2,1,4
32,no,non-travel,1200,research & development,1,4,technical degree,4,male,62,3,2,research scientist,1,married,4087,25174,4,no,14,3,2,1,9,3,2,6,5,1,2
48,no,travel_rarely,1108,research & development,15,4,other,3,female,65,3,1,research scientist,1,married,2367,16530,8,no,12,3,4,1,10,3,2,8,2,7,6
34,no,travel_rarely,479,research & development,7,4,medical,1,male,35,3,1,research scientist,4,single,2972,22061,1,no,13,3,3,0,1,4,1,1,0,0,0
55,no,travel_rarely,685,sales,26,5,marketing,3,male,60,2,5,manager,4,married,19586,23037,1,no,21,4,3,1,36,3,3,36,6,2,13
34,no,travel_rarely,1351,research & development,1,4,life sciences,2,male,45,3,2,research scientist,4,married,5484,13008,9,no,17,3,2,1,9,3,2,2,2,2,1
26,no,travel_rarely,474,research & development,3,3,life sciences,1,female,89,3,1,research scientist,4,married,2061,11133,1,no,21,4,1,0,1,5,3,1,0,0,0
38,no,travel_rarely,1245,sales,14,3,life sciences,3,male,80,3,2,sales executive,2,married,9924,12355,0,no,11,3,4,1,10,3,3,9,8,7,7
38,no,travel_rarely,437,sales,16,3,life sciences,2,female,90,3,2,sales executive,2,single,4198,16379,2,no,12,3,2,0,8,5,4,3,2,1,2
36,no,travel_rarely,884,sales,1,4,life sciences,2,female,73,3,2,sales executive,3,single,6815,21447,6,no,13,3,1,0,15,5,3,1,0,0,0
29,no,travel_rarely,1370,research & development,3,1,medical,2,male,87,3,1,laboratory technician,1,single,4723,16213,1,yes,18,3,4,0,10,3,3,10,9,1,5
35,no,travel_rarely,670,research & development,10,4,medical,1,female,51,3,2,healthcare representative,3,single,6142,4223,3,yes,16,3,3,0,10,4,3,5,2,0,4
39,no,travel_rarely,1462,sales,6,3,medical,4,male,38,4,3,sales executive,3,married,8237,4658,2,no,11,3,1,1,11,3,3,7,6,7,6
29,no,travel_frequently,995,research & development,2,1,life sciences,1,male,87,3,2,healthcare representative,4,divorced,8853,24483,1,no,19,3,4,1,6,0,4,6,4,1,3
50,no,travel_rarely,264,sales,9,3,marketing,3,male,59,3,5,manager,3,married,19331,19519,4,yes,16,3,3,1,27,2,3,1,0,0,0
23,no,travel_rarely,977,research & development,10,3,technical degree,4,male,45,4,1,research scientist,3,married,2073,12826,2,no,16,3,4,1,4,2,3,2,2,2,2
36,no,travel_frequently,1302,research & development,6,4,life sciences,1,male,80,4,2,laboratory technician,1,married,5562,19711,3,yes,13,3,4,1,9,3,3,3,2,0,2
42,no,travel_rarely,1059,research & development,9,2,other,4,male,93,2,5,manager,4,single,19613,26362,8,no,22,4,4,0,24,2,3,1,0,0,1
35,no,travel_rarely,750,research & development,28,3,life sciences,2,male,46,4,2,laboratory technician,3,married,3407,25348,1,no,17,3,4,2,10,3,2,10,9,6,8
34,no,travel_frequently,653,research & development,10,4,technical degree,4,male,92,2,2,healthcare representative,3,married,5063,15332,1,no,14,3,2,1,8,3,2,8,2,7,7
40,no,travel_rarely,118,sales,14,2,life sciences,4,female,84,3,2,sales executive,1,married,4639,11262,1,no,15,3,3,1,5,2,3,5,4,1,2
43,no,travel_rarely,990,research & development,27,3,technical degree,4,male,87,4,1,laboratory technician,2,divorced,4876,5855,5,no,12,3,3,1,8,0,3,6,4,0,2
35,no,travel_rarely,1349,research & development,7,2,life sciences,3,male,63,2,1,laboratory technician,4,married,2690,7713,1,no,18,3,4,1,1,5,2,1,0,0,1
46,no,travel_rarely,563,sales,1,4,life sciences,4,male,56,4,4,manager,1,single,17567,3156,1,no,15,3,2,0,27,5,1,26,0,0,12
28,yes,travel_rarely,329,research & development,24,3,medical,3,male,51,3,1,laboratory technician,2,married,2408,7324,1,yes,17,3,3,3,1,3,3,1,1,0,0
22,no,non-travel,457,research & development,26,2,other,2,female,85,2,1,research scientist,3,married,2814,10293,1,yes,14,3,2,0,4,2,2,4,2,1,3
50,no,travel_frequently,1234,research & development,20,5,medical,2,male,41,3,4,healthcare representative,3,married,11245,20689,2,yes,15,3,3,1,32,3,3,30,8,12,13
32,no,travel_rarely,634,research & development,5,4,other,2,female,35,4,1,research scientist,4,married,3312,18783,3,no,17,3,4,2,6,3,3,3,2,0,2
44,no,travel_rarely,1313,research & development,7,3,medical,2,female,31,3,5,research director,4,divorced,19049,3549,0,yes,14,3,4,1,23,4,2,22,7,1,10
30,no,travel_rarely,241,research & development,7,3,medical,2,male,48,2,1,research scientist,2,married,2141,5348,1,no,12,3,2,1,6,3,2,6,4,1,1
45,no,travel_rarely,1015,research & development,5,5,medical,3,female,50,1,2,laboratory technician,1,single,5769,23447,1,yes,14,3,1,0,10,3,3,10,7,1,4
45,no,non-travel,336,sales,26,3,marketing,1,male,52,2,2,sales executive,1,married,4385,24162,1,no,15,3,1,1,10,2,3,10,7,4,5
31,no,travel_frequently,715,sales,2,4,other,4,male,54,3,2,sales executive,1,single,5332,21602,7,no,13,3,4,0,10,3,3,5,2,0,3
36,no,travel_rarely,559,research & development,12,4,life sciences,3,female,76,3,2,manufacturing director,3,married,4663,12421,9,yes,12,3,2,2,7,2,3,3,2,1,1
34,no,travel_frequently,426,research & development,10,4,life sciences,3,male,42,4,2,manufacturing director,4,divorced,4724,17000,1,no,13,3,1,1,9,3,3,9,7,7,2
49,no,travel_rarely,722,research & development,25,4,life sciences,3,female,84,3,1,laboratory technician,1,married,3211,22102,1,no,14,3,4,1,10,3,2,9,6,1,4
39,no,travel_rarely,1387,research & development,10,5,medical,2,male,76,3,2,manufacturing director,1,married,5377,3835,2,no,13,3,4,3,10,3,3,7,7,7,7
27,no,travel_rarely,1302,research & development,19,3,other,4,male,67,2,1,laboratory technician,1,divorced,4066,16290,1,no,11,3,1,2,7,3,3,7,7,0,7
35,no,travel_rarely,819,research & development,18,5,life sciences,2,male,48,4,2,research scientist,1,married,5208,26312,1,no,11,3,4,0,16,2,3,16,15,1,10
28,no,travel_rarely,580,research & development,27,3,medical,2,female,39,1,2,manufacturing director,1,divorced,4877,20460,0,no,21,4,2,1,6,5,2,5,3,0,0
21,no,travel_rarely,546,research & development,5,1,medical,3,male,97,3,1,research scientist,4,single,3117,26009,1,no,18,3,3,0,3,2,3,2,2,2,2
18,yes,travel_frequently,544,sales,3,2,medical,2,female,70,3,1,sales representative,4,single,1569,18420,1,yes,12,3,3,0,0,2,4,0,0,0,0
47,no,travel_rarely,1176,human resources,26,4,life sciences,4,female,98,3,5,manager,3,married,19658,5220,3,no,11,3,3,1,27,2,3,5,2,1,0
39,no,travel_rarely,170,research & development,3,2,medical,3,male,76,2,2,laboratory technician,3,divorced,3069,10302,0,no,15,3,4,1,11,3,3,10,8,0,7
40,no,travel_rarely,884,research & development,15,3,life sciences,1,female,80,2,3,manufacturing director,3,married,10435,25800,1,no,13,3,4,2,18,2,3,18,15,14,12
35,no,non-travel,208,research & development,8,4,life sciences,3,female,52,3,2,healthcare representative,3,married,4148,12250,1,no,12,3,4,1,15,5,3,14,11,2,9
37,no,travel_rarely,671,research & development,19,3,life sciences,3,male,85,3,2,manufacturing director,3,married,5768,26493,3,no,17,3,1,3,9,2,2,4,3,0,2
39,no,travel_frequently,711,research & development,4,3,medical,1,female,81,3,2,manufacturing director,3,single,5042,3140,0,no,13,3,4,0,10,2,1,9,2,3,8
45,no,travel_rarely,1329,research & development,2,2,other,4,female,59,2,2,manufacturing director,4,divorced,5770,5388,1,no,19,3,1,2,10,3,3,10,7,3,9
38,no,travel_rarely,397,research & development,2,2,medical,4,female,54,2,3,manufacturing director,3,married,7756,14199,3,yes,19,3,4,1,10,6,4,5,4,0,2
35,yes,travel_rarely,737,sales,10,3,medical,4,male,55,2,3,sales executive,1,married,10306,21530,9,no,17,3,3,0,15,3,3,13,12,6,0
37,no,travel_rarely,1470,research & development,10,3,medical,2,female,71,3,1,research scientist,2,married,3936,9953,1,no,11,3,1,1,8,2,1,8,4,7,7
40,no,travel_rarely,448,research & development,16,3,life sciences,3,female,84,3,3,manufacturing director,4,single,7945,19948,6,yes,15,3,4,0,18,2,2,4,2,3,3
44,no,travel_frequently,602,human resources,1,5,human resources,1,male,37,3,2,human resources,4,married,5743,10503,4,yes,11,3,3,0,14,3,3,10,7,0,2
48,no,travel_frequently,365,research & development,4,5,medical,3,male,89,2,4,manager,4,married,15202,5602,2,no,25,4,2,1,23,3,3,2,2,2,2
35,yes,travel_rarely,763,sales,15,2,medical,1,male,59,1,2,sales executive,4,divorced,5440,22098,6,yes,14,3,4,2,7,2,2,2,2,2,2
24,no,travel_frequently,567,research & development,2,1,technical degree,1,female,32,3,1,research scientist,4,single,3760,17218,1,yes,13,3,3,0,6,2,3,6,3,1,3
27,no,travel_rarely,486,research & development,8,3,medical,2,female,86,4,1,research scientist,3,married,3517,22490,7,no,17,3,1,0,5,0,3,3,2,0,2
27,no,travel_frequently,591,research & development,2,3,medical,4,male,87,3,1,research scientist,4,single,2580,6297,2,no,13,3,3,0,6,0,2,4,2,1,2
40,yes,travel_rarely,1329,research & development,7,3,life sciences,1,male,73,3,1,laboratory technician,1,single,2166,3339,3,yes,14,3,2,0,10,3,1,4,2,0,3
29,no,travel_rarely,469,sales,10,3,medical,3,male,42,2,2,sales executive,3,single,5869,23413,9,no,11,3,3,0,8,2,3,5,2,1,4
36,no,travel_rarely,711,research & development,5,4,life sciences,2,female,42,3,3,healthcare representative,1,married,8008,22792,4,no,12,3,3,2,9,6,3,3,2,0,2
25,no,travel_frequently,772,research & development,2,1,life sciences,4,male,77,4,2,manufacturing director,3,divorced,5206,4973,1,no,17,3,3,2,7,6,3,7,7,0,7
39,no,travel_rarely,492,research & development,12,3,medical,4,male,66,3,2,manufacturing director,2,married,5295,7693,4,no,21,4,3,0,7,3,3,5,4,1,0
49,no,travel_rarely,301,research & development,22,4,other,1,female,72,3,4,research director,2,married,16413,3498,3,no,16,3,2,2,27,2,3,4,2,1,2
50,no,travel_rarely,813,research & development,17,5,life sciences,4,female,50,2,3,research director,1,divorced,13269,21981,5,no,15,3,3,3,19,3,3,14,11,1,11
20,no,travel_rarely,1141,sales,2,3,medical,3,female,31,3,1,sales representative,3,single,2783,13251,1,no,19,3,1,0,2,3,3,2,2,2,2
34,no,travel_rarely,1130,research & development,3,3,life sciences,4,female,66,3,2,research scientist,2,divorced,5433,19332,1,no,12,3,3,1,11,2,3,11,8,7,9
36,no,travel_rarely,311,research & development,7,3,life sciences,1,male,77,3,1,laboratory technician,2,single,2013,10950,2,no,11,3,3,0,15,4,3,4,3,1,3
49,no,travel_rarely,465,research & development,6,1,life sciences,3,female,41,2,4,healthcare representative,3,married,13966,11652,2,yes,19,3,2,1,30,3,3,15,11,2,12
36,no,non-travel,894,research & development,1,4,medical,4,female,33,2,2,manufacturing director,3,married,4374,15411,0,no,15,3,3,0,4,6,3,3,2,1,2
36,no,travel_rarely,1040,research & development,3,2,life sciences,4,male,79,4,2,healthcare representative,1,divorced,6842,26308,6,no,20,4,1,1,13,3,3,5,4,0,4
54,no,travel_rarely,584,research & development,22,5,medical,2,female,91,3,4,manager,3,married,17426,18685,3,no,25,4,3,1,36,6,3,10,8,4,7
43,no,travel_rarely,1291,research & development,15,2,life sciences,3,male,65,2,4,research director,3,married,17603,3525,1,no,24,4,1,1,14,3,3,14,10,6,11
35,yes,travel_frequently,880,sales,12,4,other,4,male,36,3,2,sales executive,4,single,4581,10414,3,yes,24,4,1,0,13,2,4,11,9,6,7
38,no,travel_frequently,1189,research & development,1,3,life sciences,4,male,90,3,2,research scientist,4,married,4735,9867,7,no,15,3,4,2,19,4,4,13,11,2,9
29,no,travel_rarely,991,sales,5,3,medical,1,male,43,2,2,sales executive,2,divorced,4187,3356,1,yes,13,3,2,1,10,3,2,10,0,0,9
33,no,travel_rarely,392,sales,2,4,medical,4,male,93,3,2,sales executive,4,divorced,5505,3921,1,no,14,3,3,2,6,5,3,6,2,0,4
32,no,travel_rarely,977,research & development,2,3,medical,4,male,45,3,2,research scientist,2,divorced,5470,25518,0,no,13,3,3,2,10,4,2,9,5,1,6
31,no,travel_rarely,1112,sales,5,4,life sciences,1,female,67,3,2,sales executive,4,married,5476,22589,1,no,11,3,1,2,10,2,3,10,0,0,2
49,no,travel_rarely,464,research & development,16,3,medical,4,female,74,3,1,laboratory technician,1,divorced,2587,24941,4,yes,16,3,2,1,17,2,2,2,2,2,2
38,no,travel_frequently,148,research & development,2,3,medical,4,female,42,2,1,laboratory technician,2,single,2440,23826,1,no,22,4,2,0,4,3,3,4,3,3,3
47,no,travel_rarely,1225,sales,2,4,life sciences,2,female,47,4,4,manager,2,divorced,15972,21086,6,no,14,3,3,3,29,2,3,3,2,1,2
49,no,travel_rarely,809,research & development,1,3,life sciences,3,male,36,3,4,manager,3,single,15379,22384,4,no,14,3,1,0,23,2,3,8,7,0,0
41,no,travel_rarely,1206,sales,23,2,life sciences,4,male,80,3,3,sales executive,3,single,7082,11591,3,yes,16,3,4,0,21,2,3,2,0,0,2
20,no,travel_rarely,727,sales,9,1,life sciences,4,male,54,3,1,sales representative,1,single,2728,21082,1,no,11,3,1,0,2,3,3,2,2,0,2
33,no,non-travel,530,sales,16,3,life sciences,3,female,36,3,2,sales executive,4,divorced,5368,16130,1,yes,25,4,3,1,7,2,3,6,5,1,2
36,no,travel_rarely,1351,research & development,26,4,life sciences,1,male,80,3,2,healthcare representative,3,married,5347,7419,6,no,14,3,2,2,10,2,2,3,2,0,2
44,no,travel_rarely,528,human resources,1,3,life sciences,3,female,44,3,1,human resources,4,divorced,3195,4167,4,yes,18,3,1,3,8,2,3,2,2,2,2
23,yes,travel_rarely,1320,research & development,8,1,medical,4,male,93,2,1,laboratory technician,3,single,3989,20586,1,yes,11,3,1,0,5,2,3,5,4,1,2
38,no,travel_rarely,1495,research & development,4,2,medical,4,female,87,3,1,laboratory technician,3,married,3306,26176,7,no,19,3,4,1,7,5,2,0,0,0,0
53,no,travel_rarely,1395,research & development,24,4,medical,2,male,48,4,3,healthcare representative,4,married,7005,3458,3,no,15,3,3,0,11,2,3,4,3,1,2
48,yes,travel_frequently,708,sales,7,2,medical,4,female,95,3,1,sales representative,3,married,2655,11740,2,yes,11,3,3,2,19,3,3,9,7,7,7
32,yes,travel_rarely,1259,research & development,2,4,life sciences,4,male,95,3,1,laboratory technician,2,single,1393,24852,1,no,12,3,1,0,1,2,3,1,0,0,0
26,no,non-travel,786,research & development,7,3,medical,4,male,76,3,1,laboratory technician,4,single,2570,11925,1,no,20,4,3,0,7,5,3,7,7,5,7
55,no,travel_rarely,1441,research & development,22,3,technical degree,1,male,94,2,1,research scientist,2,divorced,3537,23737,5,no,12,3,4,1,8,1,3,4,2,1,2
34,no,travel_rarely,1157,research & development,5,2,medical,2,male,57,2,2,laboratory technician,4,married,3986,11912,1,no,14,3,3,1,15,3,4,15,10,4,13
60,no,travel_rarely,370,research & development,1,4,medical,3,male,92,1,3,healthcare representative,4,divorced,10883,20467,3,no,20,4,3,1,19,2,4,1,0,0,0
33,no,travel_rarely,267,research & development,21,3,medical,2,male,79,4,1,laboratory technician,2,married,2028,13637,1,no,18,3,4,3,14,6,3,14,11,2,13
37,no,travel_frequently,1278,sales,1,4,medical,3,male,31,1,2,sales executive,4,divorced,9525,7677,1,no,14,3,3,2,6,2,2,6,3,1,3
34,no,travel_rarely,678,research & development,19,3,life sciences,2,female,35,2,1,research scientist,4,married,2929,20338,1,no,12,3,2,0,10,3,3,10,9,8,7
23,yes,travel_rarely,427,sales,7,3,life sciences,3,male,99,3,1,sales representative,4,divorced,2275,25103,1,yes,21,4,2,1,3,2,3,3,2,0,2
44,no,travel_rarely,921,research & development,2,3,life sciences,3,female,96,4,3,healthcare representative,4,married,7879,14810,1,yes,19,3,2,1,9,2,3,8,7,6,7
35,no,travel_frequently,146,research & development,2,4,medical,1,male,79,2,1,research scientist,4,single,4930,13970,0,yes,14,3,3,0,6,2,4,5,4,1,4
43,no,travel_rarely,1179,sales,2,3,medical,4,male,73,3,2,sales executive,4,married,7847,6069,1,yes,17,3,1,1,10,3,3,10,9,8,8
24,no,travel_rarely,581,research & development,9,3,medical,3,male,62,4,1,research scientist,3,married,4401,17616,1,no,16,3,4,1,5,1,3,5,3,0,4
41,no,travel_rarely,918,sales,6,3,marketing,4,male,35,3,3,sales executive,3,single,9241,15869,1,no,12,3,2,0,10,3,3,10,8,8,7
29,no,travel_rarely,1082,research & development,9,4,medical,4,female,43,3,1,laboratory technician,3,married,2974,25412,9,no,17,3,3,1,9,2,3,5,3,1,2
36,no,travel_rarely,530,sales,2,4,life sciences,3,female,51,3,2,sales representative,4,single,4502,7439,3,no,15,3,3,0,17,2,2,13,7,6,7
45,no,non-travel,1238,research & development,1,1,life sciences,3,male,74,2,3,healthcare representative,3,married,10748,3395,3,no,23,4,4,1,25,3,2,23,15,14,4
24,yes,travel_rarely,240,human resources,22,1,human resources,4,male,58,1,1,human resources,3,married,1555,11585,1,no,11,3,3,1,1,2,3,1,0,0,0
47,yes,travel_frequently,1093,sales,9,3,life sciences,3,male,82,1,4,sales executive,3,married,12936,24164,7,no,11,3,3,0,25,3,1,23,5,14,10
26,no,travel_rarely,390,research & development,17,4,medical,4,male,62,1,1,laboratory technician,3,married,2305,6217,1,no,15,3,3,3,3,3,4,3,2,0,2
45,no,travel_rarely,1005,research & development,28,2,technical degree,4,female,48,2,4,research director,2,single,16704,17119,1,no,11,3,3,0,21,2,3,21,6,8,6
32,no,travel_frequently,585,research & development,10,3,life sciences,1,male,56,3,1,research scientist,3,married,3433,17360,6,no,13,3,1,1,10,3,2,5,2,1,3
31,no,travel_rarely,741,research & development,2,4,life sciences,2,male,69,3,1,laboratory technician,3,married,3477,18103,1,no,14,3,4,1,6,2,4,5,2,0,3
41,no,non-travel,552,human resources,4,3,human resources,3,male,60,1,2,human resources,2,married,6430,20794,6,no,19,3,2,1,10,4,3,3,2,1,2
40,no,travel_rarely,369,research & development,8,2,life sciences,2,female,92,3,2,manufacturing director,1,married,6516,5041,2,yes,16,3,2,1,18,3,3,1,0,0,0
24,no,travel_rarely,506,research & development,29,1,medical,2,male,91,3,1,laboratory technician,1,divorced,3907,3622,1,no,13,3,2,3,6,2,4,6,2,1,2
46,no,travel_rarely,717,research & development,13,4,life sciences,3,male,34,3,2,healthcare representative,2,single,5562,9697,6,no,14,3,4,0,19,3,3,10,7,0,9
35,no,travel_rarely,1370,research & development,27,4,life sciences,4,male,49,3,2,manufacturing director,3,married,6883,5151,2,no,16,3,2,1,17,3,3,7,7,0,7
30,no,travel_rarely,793,research & development,16,1,life sciences,2,male,33,3,1,research scientist,4,married,2862,3811,1,no,12,3,2,1,10,2,2,10,0,0,8
47,no,non-travel,543,sales,2,4,marketing,3,male,87,3,2,sales executive,2,married,4978,3536,7,no,11,3,4,1,4,3,1,1,0,0,0
46,no,travel_rarely,1277,sales,2,3,life sciences,3,male,74,3,3,sales executive,4,divorced,10368,5596,4,yes,12,3,2,1,13,5,2,10,6,0,3
36,yes,travel_rarely,1456,sales,13,5,marketing,2,male,96,2,2,sales executive,1,divorced,6134,8658,5,yes,13,3,2,3,16,3,3,2,2,2,2
32,yes,travel_rarely,964,sales,1,2,life sciences,1,male,34,1,2,sales executive,2,single,6735,12147,6,no,15,3,2,0,10,2,3,0,0,0,0
23,no,travel_rarely,160,research & development,4,1,medical,3,female,51,3,1,laboratory technician,2,single,3295,12862,1,no,13,3,3,0,3,3,1,3,2,1,2
31,no,travel_frequently,163,research & development,24,1,technical degree,4,female,30,3,2,manufacturing director,4,single,5238,6670,2,no,20,4,4,0,9,3,2,5,4,1,4
39,no,non-travel,792,research & development,1,3,life sciences,4,male,77,3,2,laboratory technician,4,married,6472,8989,1,yes,15,3,4,1,9,2,3,9,8,5,8
32,no,travel_rarely,371,sales,19,3,life sciences,4,male,80,1,3,sales executive,3,married,9610,3840,3,no,13,3,3,1,10,2,1,4,3,0,2
40,no,travel_rarely,611,sales,7,4,medical,2,male,88,3,5,manager,2,single,19833,4349,1,no,14,3,2,0,21,3,2,21,8,12,8
45,no,travel_rarely,176,human resources,4,3,life sciences,3,female,56,1,3,human resources,3,married,9756,6595,4,no,21,4,3,2,9,2,4,5,0,0,3
30,no,travel_frequently,1312,research & development,2,4,technical degree,4,female,78,2,1,research scientist,1,single,4968,26427,0,no,16,3,4,0,10,2,3,9,7,0,7
24,no,travel_frequently,897,human resources,10,3,medical,1,male,59,3,1,human resources,4,married,2145,2097,0,no,14,3,4,1,3,2,3,2,2,2,1
30,yes,travel_frequently,600,human resources,8,3,human resources,3,female,66,2,1,human resources,4,divorced,2180,9732,6,no,11,3,3,1,6,0,2,4,2,1,2
31,no,travel_rarely,1003,sales,5,3,technical degree,1,male,51,3,2,sales executive,3,married,8346,20943,1,no,19,3,3,1,6,3,3,5,2,0,2
27,no,travel_rarely,1054,research & development,8,3,medical,3,female,67,3,1,research scientist,4,single,3445,6152,1,no,11,3,3,0,6,5,2,6,2,1,4
29,yes,travel_rarely,428,sales,9,3,marketing,2,female,52,1,1,sales representative,2,single,2760,14630,1,no,13,3,3,0,2,3,3,2,2,2,2
29,no,travel_frequently,461,research & development,1,3,life sciences,4,male,70,4,2,healthcare representative,3,single,6294,23060,8,yes,12,3,4,0,10,5,4,3,2,0,2
30,no,travel_rarely,979,sales,15,2,marketing,3,male,94,2,3,sales executive,1,divorced,7140,3088,2,no,11,3,1,1,12,2,3,7,7,1,7
34,no,travel_rarely,181,research & development,2,4,medical,4,male,97,4,1,research scientist,4,married,2932,5586,0,yes,14,3,1,3,6,3,3,5,0,1,2
33,no,non-travel,1283,sales,2,3,marketing,4,female,62,3,2,sales executive,2,single,5147,10697,8,no,15,3,4,0,13,2,2,11,7,1,7
49,no,travel_rarely,1313,sales,11,4,marketing,4,female,80,3,2,sales executive,4,single,4507,8191,3,no,12,3,3,0,8,1,4,5,1,0,4
33,yes,travel_rarely,211,sales,16,3,life sciences,1,female,74,3,3,sales executive,1,single,8564,10092,2,yes,20,4,3,0,11,2,2,0,0,0,0
38,no,travel_frequently,594,research & development,2,2,medical,3,female,75,2,1,laboratory technician,2,married,2468,15963,4,no,14,3,2,1,9,4,2,6,1,0,5
31,yes,travel_rarely,1079,sales,16,4,marketing,1,male,70,3,3,sales executive,3,married,8161,19002,2,no,13,3,1,3,10,2,3,1,0,0,0
29,no,travel_rarely,590,research & development,4,3,technical degree,4,female,91,2,1,research scientist,1,divorced,2109,10007,1,no,13,3,3,1,1,2,3,1,0,0,0
30,no,travel_rarely,305,research & development,16,3,life sciences,3,male,58,4,2,healthcare representative,3,married,5294,9128,3,no,16,3,3,1,10,3,3,7,0,1,7
32,no,non-travel,953,research & development,5,4,technical degree,2,male,65,3,1,research scientist,2,single,2718,17674,2,no,14,3,2,0,12,3,3,7,7,0,7
38,no,travel_rarely,833,research & development,18,3,medical,2,male,60,1,2,healthcare representative,4,married,5811,24539,3,yes,16,3,3,1,15,2,3,1,0,1,0
43,yes,travel_frequently,807,research & development,17,3,technical degree,3,male,38,2,1,research scientist,3,married,2437,15587,9,yes,16,3,4,1,6,4,3,1,0,0,0
42,no,travel_rarely,855,research & development,12,3,medical,2,male,57,3,1,laboratory technician,2,divorced,2766,8952,8,no,22,4,2,3,7,6,2,5,3,0,4
55,no,travel_rarely,478,research & development,2,3,medical,3,male,60,2,5,research director,1,married,19038,19805,8,no,12,3,2,3,34,2,3,1,0,0,0
33,no,non-travel,775,research & development,4,3,technical degree,4,male,90,3,2,research scientist,2,divorced,3055,6194,5,no,15,3,4,2,11,2,2,9,8,1,7
41,no,travel_rarely,548,research & development,9,4,life sciences,3,male,94,3,1,laboratory technician,1,divorced,2289,20520,1,no,20,4,2,2,5,2,3,5,3,0,4
34,no,non-travel,1375,sales,10,3,life sciences,4,male,87,3,2,sales executive,3,divorced,4001,12313,1,yes,14,3,3,1,15,3,3,15,14,0,7
53,no,non-travel,661,research & development,1,4,medical,1,female,60,2,4,manufacturing director,3,married,12965,22308,4,yes,20,4,4,3,27,2,2,3,2,0,2
43,no,travel_rarely,244,human resources,2,3,life sciences,2,male,97,3,1,human resources,4,single,3539,5033,0,no,13,3,2,0,10,5,3,9,7,1,8
34,no,travel_rarely,511,sales,3,2,life sciences,4,female,32,1,2,sales executive,4,single,6029,25353,5,no,12,3,1,0,6,3,3,2,2,2,2
21,yes,travel_rarely,337,sales,7,1,marketing,2,male,31,3,1,sales representative,2,single,2679,4567,1,no,13,3,2,0,1,3,3,1,0,1,0
38,no,travel_rarely,1153,research & development,6,2,other,4,female,40,2,1,laboratory technician,3,married,3702,16376,1,no,11,3,2,1,5,3,3,5,4,0,4
22,yes,travel_rarely,1294,research & development,8,1,medical,3,female,79,3,1,laboratory technician,1,married,2398,15999,1,yes,17,3,3,0,1,6,3,1,0,0,0
31,no,travel_rarely,196,sales,29,4,marketing,1,female,91,2,2,sales executive,4,married,5468,13402,1,no,14,3,1,2,13,3,3,12,7,5,7
51,no,travel_rarely,942,research & development,3,3,technical degree,1,female,53,3,3,manager,3,married,13116,22984,2,no,11,3,4,0,15,2,3,2,2,2,2
37,no,travel_rarely,589,sales,9,2,marketing,2,male,46,2,2,sales executive,2,married,4189,8800,1,no,14,3,1,2,5,2,3,5,2,0,3
46,no,travel_rarely,734,research & development,2,4,medical,3,male,46,3,5,research director,4,divorced,19328,14218,7,yes,17,3,3,1,24,3,3,2,1,2,2
36,no,travel_rarely,1383,research & development,10,3,life sciences,4,male,90,3,3,healthcare representative,1,married,8321,25949,7,yes,13,3,4,1,15,1,3,12,8,5,7
44,yes,travel_frequently,429,research & development,1,2,medical,3,male,99,3,1,research scientist,2,divorced,2342,11092,1,yes,12,3,3,3,6,2,2,5,3,2,3
37,no,travel_rarely,1239,human resources,8,2,other,3,male,89,3,2,human resources,2,divorced,4071,12832,2,no,13,3,3,0,19,4,2,10,0,4,7
35,yes,travel_rarely,303,sales,27,3,life sciences,3,male,84,3,2,sales executive,4,single,5813,13492,1,yes,18,3,4,0,10,2,3,10,7,7,7
33,no,travel_rarely,867,research & development,8,4,life sciences,4,male,90,4,1,research scientist,1,married,3143,6076,6,no,19,3,2,1,14,1,3,10,8,7,6
28,no,travel_rarely,1181,research & development,1,3,life sciences,3,male,82,3,1,research scientist,4,married,2044,5531,1,no,11,3,3,1,5,6,4,5,3,0,3
39,no,travel_rarely,1253,research & development,10,1,medical,3,male,65,3,3,research director,3,single,13464,7914,7,no,21,4,3,0,9,3,3,4,3,2,2
