,age,attrition,businesstravel,department,distancefromhome,education,educationfield,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,salaryquartile,worklesstwoyears,newatcompany,highriskjob,youngsingleoverworked,stay_prob
634,25,0,travel_rarely,sales,3,1,other,3,male,3,2,sales executive,1,married,4194,1,yes,18,3,4,0,5,3,3,5,3,0,3,2,0,0,0,1,0.2979590013664925
635,35,0,travel_rarely,research & development,9,3,life sciences,4,female,2,3,manufacturing director,3,married,10685,1,yes,20,4,2,1,17,2,3,17,14,5,15,5,0,0,0,1,0.997013715564119
636,35,1,travel_frequently,research & development,25,4,life sciences,4,female,3,1,research scientist,2,divorced,2022,1,yes,19,3,1,1,10,3,2,10,2,7,8,1,0,0,0,2,0.11039749165555982
637,32,0,non-travel,research & development,1,3,life sciences,4,male,3,1,laboratory technician,4,divorced,2314,0,no,12,3,2,1,4,2,3,3,0,0,2,1,0,0,1,1,0.99351012392277
638,25,0,travel_rarely,sales,4,1,marketing,3,male,2,2,sales executive,1,married,4256,1,no,12,3,1,0,5,1,4,5,2,0,3,3,0,0,0,0,0.3567725702798667
640,24,0,non-travel,research & development,4,1,life sciences,1,male,2,1,laboratory technician,4,married,3162,0,no,17,3,4,0,6,2,2,5,2,3,4,2,0,0,1,1,0.6733805141572344
641,32,0,travel_frequently,sales,5,2,life sciences,2,male,3,2,sales executive,2,married,6524,1,no,14,3,4,1,10,3,3,10,8,5,3,4,0,0,0,1,0.8858910272745082
642,38,0,travel_rarely,sales,9,3,marketing,2,male,2,1,sales representative,2,married,2899,0,no,19,3,4,1,3,3,3,2,2,1,2,2,0,0,1,0,0.9275786632997437
644,31,0,travel_rarely,research & development,11,4,life sciences,4,male,3,1,research scientist,4,married,2356,3,yes,19,3,2,1,8,2,3,6,4,0,2,1,0,0,0,1,0.7178353169620221
645,29,1,travel_rarely,sales,1,3,medical,2,female,2,1,sales representative,3,divorced,2800,6,yes,19,3,3,3,5,3,3,3,2,0,2,2,0,0,1,1,0.6749969852961348
647,35,0,travel_rarely,research & development,25,3,technical degree,4,male,2,3,manufacturing director,2,married,10903,3,no,16,3,1,0,16,2,3,13,10,4,8,5,0,0,0,0,0.9058993494433273
648,37,0,travel_frequently,sales,21,2,medical,3,female,3,1,sales representative,4,married,2973,5,no,15,3,2,1,10,3,3,5,4,0,0,2,0,0,1,1,0.9297867235038861
652,37,0,non-travel,sales,19,2,medical,1,male,3,3,sales executive,2,single,7642,1,yes,13,3,4,0,10,2,3,10,0,0,9,4,0,0,0,3,0.7777813829504635
654,39,0,travel_rarely,human resources,2,3,life sciences,4,female,2,2,human resources,4,married,5204,8,no,11,3,3,2,13,2,3,5,4,0,4,3,0,0,0,0,0.9963655378013727
655,33,0,travel_rarely,human resources,3,2,human resources,4,male,3,1,human resources,2,divorced,2277,3,yes,11,3,3,1,7,4,4,4,3,0,3,1,0,0,0,1,0.9149751694545014
656,32,1,travel_rarely,research & development,25,4,life sciences,1,male,3,1,laboratory technician,4,single,2795,1,yes,24,4,3,0,1,2,1,1,0,0,1,2,1,1,1,2,0.01943094859473595
657,29,0,travel_rarely,research & development,7,1,medical,1,female,2,1,laboratory technician,4,divorced,2532,6,no,14,3,3,3,8,5,3,4,3,0,3,1,0,0,1,0,0.9794832834111539
659,28,0,travel_rarely,sales,5,4,medical,1,male,3,2,sales executive,4,single,4908,1,no,14,3,2,0,4,3,3,4,2,0,2,3,0,0,0,1,0.6838340980950907
662,20,1,travel_rarely,sales,2,3,medical,3,female,2,1,sales representative,3,single,2044,1,no,13,3,4,0,2,3,2,2,2,0,2,1,0,0,1,1,0.5782223177984244
663,21,1,travel_rarely,research & development,18,1,other,4,female,3,1,research scientist,4,single,2693,1,no,19,3,1,0,1,3,2,1,0,0,0,1,1,1,0,1,0.1565160877485683
664,36,0,travel_rarely,research & development,14,1,life sciences,3,male,3,2,healthcare representative,4,married,6586,0,yes,17,3,1,1,17,2,2,16,8,4,11,4,0,0,0,1,0.9492122964758659
666,22,1,travel_rarely,research & development,3,1,life sciences,2,female,3,2,manufacturing director,3,married,4171,0,yes,19,3,1,1,4,3,4,3,2,0,2,2,0,0,0,1,0.6810612552729084
667,41,1,travel_rarely,research & development,2,4,life sciences,2,female,1,1,laboratory technician,4,divorced,2778,4,yes,13,3,3,1,10,1,2,7,7,1,0,2,0,0,1,1,0.2638991187835809
668,28,0,travel_rarely,research & development,9,3,medical,3,female,3,1,research scientist,3,divorced,2377,5,no,18,3,2,1,6,2,3,2,2,2,2,1,0,0,0,0,0.8808927922928144
669,39,1,travel_rarely,research & development,6,3,medical,4,male,3,1,laboratory technician,1,married,2404,7,yes,21,4,4,0,8,2,1,2,2,2,2,1,0,0,1,1,0.3864908355682174
670,27,0,travel_rarely,research & development,4,3,life sciences,2,female,3,1,research scientist,3,single,2318,1,no,19,3,3,0,1,2,3,1,1,0,0,1,1,1,0,1,0.2948228201862892
671,34,0,travel_rarely,research & development,10,3,life sciences,2,male,3,1,laboratory technician,2,divorced,2008,1,no,14,3,2,2,1,3,3,1,0,1,0,1,1,1,1,0,0.6536567103518941
673,33,0,travel_rarely,research & development,1,4,other,3,male,2,1,research scientist,1,single,2799,3,yes,11,3,2,0,6,1,3,3,2,0,2,2,0,0,0,2,0.043449542000061195
675,31,0,travel_rarely,sales,7,4,life sciences,2,male,2,1,sales representative,3,married,2329,3,no,15,3,2,0,13,2,4,7,7,5,2,1,0,0,1,0,0.29609200198866553
676,35,0,travel_rarely,research & development,21,1,life sciences,4,female,3,2,healthcare representative,4,married,4014,1,yes,25,4,4,1,10,2,1,10,6,0,7,2,0,0,0,1,0.9882205917324289
679,31,0,non-travel,sales,20,2,marketing,4,female,3,2,sales executive,3,married,6932,1,no,13,3,4,1,9,2,2,9,8,0,0,4,0,0,0,1,0.9935206001621804
680,36,0,travel_rarely,research & development,7,4,other,2,male,3,1,research scientist,4,single,4678,2,no,18,3,3,0,8,6,3,6,2,0,1,3,0,0,0,1,0.9638616364856349
681,38,0,travel_rarely,research & development,1,3,technical degree,4,female,3,3,research director,1,married,13582,1,no,13,3,2,1,15,3,3,15,12,5,11,5,0,0,0,0,0.9974545431515367
682,32,0,non-travel,research & development,1,3,life sciences,3,female,2,1,laboratory technician,2,married,2332,6,no,20,4,3,0,5,3,3,3,0,0,2,1,0,0,1,1,0.7988154086606197
683,25,1,travel_rarely,sales,19,2,marketing,3,male,2,1,sales representative,2,married,2413,1,yes,18,3,3,3,1,2,3,1,0,0,0,1,1,1,1,1,0.1043828594636191
684,40,0,travel_rarely,sales,10,4,marketing,1,male,2,3,sales executive,2,divorced,9705,2,no,12,3,2,1,11,2,2,1,0,0,0,4,0,1,0,0,0.5610896914846413
685,26,0,travel_frequently,sales,1,3,medical,3,male,2,2,sales executive,1,single,4294,1,no,12,3,2,0,7,2,3,7,7,0,7,3,0,0,0,2,0.344478291574857
686,41,0,travel_rarely,research & development,6,3,medical,4,male,3,1,laboratory technician,1,single,4721,2,yes,13,3,3,0,20,3,3,18,13,2,17,3,0,0,1,2,0.9768453568693297
687,36,0,travel_rarely,research & development,2,4,medical,3,male,3,1,laboratory technician,3,single,2519,4,no,21,4,3,0,16,6,3,11,8,3,9,1,0,0,1,1,0.9931455834047752
688,19,1,travel_rarely,sales,21,3,other,4,male,2,1,sales representative,2,single,2121,1,yes,13,3,2,0,1,3,4,1,0,0,0,1,1,1,1,2,0.0036250922657804128
689,20,1,travel_rarely,research & development,4,3,technical degree,1,male,3,1,laboratory technician,1,single,2973,1,no,19,3,2,0,1,2,3,1,0,0,0,2,1,1,1,1,0.009090827202034423
690,31,0,travel_rarely,research & development,12,3,medical,4,female,3,2,healthcare representative,4,married,5855,0,yes,11,3,3,2,10,2,1,9,7,8,5,4,0,0,0,1,0.9828561142706416
691,40,0,travel_frequently,research & development,9,4,medical,4,male,3,1,research scientist,2,divorced,3617,8,yes,14,3,4,1,3,2,3,1,1,0,0,2,0,1,0,2,0.6518683155409187
692,32,0,travel_rarely,research & development,3,4,medical,3,female,3,2,manufacturing director,1,married,6725,1,no,12,3,3,1,8,2,4,8,7,6,3,4,0,0,0,0,0.9929892259493892
693,36,1,travel_rarely,sales,3,1,life sciences,3,male,2,3,sales executive,4,married,10325,1,yes,11,3,1,1,16,6,3,16,7,3,7,5,0,0,0,1,0.932048161551379
694,33,0,travel_rarely,research & development,1,3,life sciences,2,female,2,2,healthcare representative,4,single,6949,0,no,14,3,1,0,6,3,3,5,0,1,4,4,0,0,0,1,0.8682008470495571
695,37,1,travel_rarely,sales,1,4,life sciences,1,male,2,3,sales executive,3,married,10609,5,no,11,3,3,0,17,2,1,14,1,11,7,5,0,0,0,0,0.12081997605160329
697,29,0,travel_frequently,sales,20,3,technical degree,3,female,3,1,sales representative,4,married,2157,1,no,15,3,2,1,3,5,3,3,1,0,2,1,0,0,1,1,0.9164421030996533
698,35,0,travel_rarely,sales,18,3,medical,3,female,3,2,sales executive,3,married,4601,1,no,16,3,2,0,5,3,3,5,2,1,0,3,0,0,0,0,0.9085538083859055
702,30,0,travel_rarely,sales,8,2,other,3,male,3,3,sales executive,3,divorced,7264,5,no,11,3,1,1,10,2,4,8,4,7,7,4,0,0,0,0,0.8535516614651307
703,38,0,non-travel,sales,10,3,technical degree,3,female,3,2,sales executive,4,single,5666,1,yes,13,3,2,0,6,1,3,5,3,1,3,3,0,0,0,3,0.6748002748241089
704,35,0,travel_rarely,sales,3,4,life sciences,4,male,3,3,sales executive,4,divorced,7823,6,no,13,3,2,1,12,2,3,10,9,0,8,4,0,0,0,0,0.9959140551746529
705,39,0,travel_rarely,sales,2,5,life sciences,1,male,4,3,sales executive,3,single,7880,0,no,18,3,4,0,9,3,3,8,7,0,7,4,0,0,0,1,0.9920854563276553
706,40,1,non-travel,sales,24,3,life sciences,2,female,4,4,sales executive,2,single,13194,4,yes,16,3,4,0,22,2,2,1,0,0,0,5,0,1,0,3,0.6200485104052754
708,36,0,non-travel,sales,8,4,technical degree,1,male,3,2,sales executive,4,divorced,5079,4,no,13,3,4,2,12,3,3,7,7,0,7,3,0,0,0,1,0.9994063146199761
709,31,1,non-travel,research & development,9,2,medical,3,male,2,1,research scientist,1,single,2321,0,yes,22,4,1,0,4,0,3,3,2,1,2,1,0,0,0,3,0.06335973538464687
710,33,0,non-travel,sales,17,3,life sciences,4,male,3,4,manager,3,single,17444,1,no,11,3,4,0,10,2,3,10,8,6,0,5,0,0,0,2,0.9536551234537021
711,29,1,travel_rarely,research & development,10,3,life sciences,4,female,2,1,research scientist,1,single,2404,6,yes,20,4,3,0,3,5,3,0,0,0,0,1,0,1,0,2,0.08873917220989833
712,33,0,travel_rarely,research & development,13,1,life sciences,2,female,3,1,research scientist,4,single,3452,3,no,18,3,1,0,5,4,3,3,2,0,2,2,0,0,0,1,0.7078912345044682
715,33,0,travel_frequently,research & development,1,4,other,3,female,4,2,healthcare representative,2,married,5488,1,yes,13,3,1,1,6,2,3,6,5,1,2,3,0,0,0,2,0.732525359291223
716,41,0,travel_frequently,research & development,9,3,medical,1,male,3,5,research director,3,divorced,19419,2,no,17,3,2,1,21,2,4,18,16,0,11,5,0,0,0,1,0.995834138885733
717,27,0,travel_rarely,research & development,16,4,technical degree,3,female,3,1,laboratory technician,2,married,2811,9,no,14,3,2,1,4,2,3,2,2,2,2,2,0,0,1,0,0.2370940751734046
720,30,1,travel_rarely,research & development,22,3,life sciences,1,female,3,1,research scientist,3,married,2132,4,yes,11,3,2,0,7,2,3,5,2,0,1,1,0,0,0,1,0.07105750571035978
722,38,0,travel_frequently,research & development,10,1,medical,3,male,3,1,research scientist,3,married,2684,0,no,17,3,2,1,3,0,2,2,1,0,2,1,0,0,0,1,0.911405481916951
724,24,0,travel_rarely,research & development,17,1,medical,4,female,2,2,manufacturing director,3,divorced,4377,1,no,15,3,2,2,5,6,3,4,2,3,2,3,0,0,0,0,0.9969817991101231
725,35,1,travel_rarely,research & development,14,4,other,3,male,2,1,laboratory technician,2,divorced,3743,1,yes,24,4,4,1,5,2,1,4,2,0,2,2,0,0,1,1,0.43647890282361756
726,31,0,travel_frequently,research & development,1,1,life sciences,3,female,3,2,manufacturing director,1,married,4148,1,no,12,3,3,1,4,1,3,4,3,0,3,2,0,0,0,1,0.9630068448882797
727,18,0,non-travel,research & development,5,2,life sciences,2,male,3,1,research scientist,4,single,1051,1,no,15,3,4,0,0,2,3,0,0,0,0,1,1,1,0,2,0.6479845151280773
729,35,0,travel_rarely,research & development,25,4,medical,3,female,3,3,healthcare representative,3,divorced,10388,1,yes,11,3,3,1,16,3,2,16,10,10,1,5,0,0,0,1,0.8062105449846224
730,30,0,travel_rarely,research & development,8,2,life sciences,2,female,4,3,research director,1,married,11416,0,yes,12,3,3,3,9,4,2,8,7,1,7,5,0,0,0,1,0.9921447625429064
731,20,1,travel_rarely,research & development,11,3,medical,4,female,2,1,research scientist,1,single,2600,1,yes,15,3,1,0,1,2,3,1,0,0,0,1,1,1,0,2,0.00233954799384013
732,30,1,travel_frequently,research & development,5,3,medical,2,female,3,1,laboratory technician,2,single,2422,0,no,17,3,1,0,4,3,3,3,2,1,2,1,0,0,1,2,0.13541097074530178
733,26,0,travel_rarely,research & development,2,2,medical,4,male,4,2,manufacturing director,4,married,5472,1,no,12,3,2,0,8,2,3,8,7,1,3,3,0,0,0,0,0.9990779786930377
734,22,0,travel_rarely,research & development,8,1,life sciences,2,male,1,1,laboratory technician,1,married,2451,1,no,15,3,1,1,4,3,2,4,3,1,1,1,0,0,1,0,0.010132356790914657
737,41,0,travel_rarely,research & development,7,2,medical,4,female,3,2,manufacturing director,3,single,5003,6,no,14,3,2,0,8,6,3,2,2,2,1,3,0,0,0,1,0.9952530104019929
738,39,0,travel_rarely,research & development,1,1,life sciences,4,female,2,4,manufacturing director,4,married,12742,1,no,16,3,3,1,21,3,3,21,6,11,8,5,0,0,0,0,0.9980761096923986
739,27,0,travel_rarely,research & development,2,4,life sciences,1,female,3,2,manufacturing director,4,married,4227,0,no,18,3,2,1,4,2,3,3,2,2,2,2,0,0,0,0,0.9453122484859269
740,35,0,travel_rarely,research & development,10,3,other,2,male,3,1,laboratory technician,4,divorced,3917,1,no,20,4,1,1,3,4,2,3,2,1,2,2,0,0,1,0,0.9467439055670871
744,37,1,travel_rarely,research & development,11,2,medical,1,female,1,2,healthcare representative,2,married,4777,5,no,15,3,1,0,15,2,1,1,0,0,0,3,0,1,0,0,0.1399847779431525
746,41,0,non-travel,research & development,7,1,life sciences,2,female,1,5,research director,3,divorced,19973,1,no,22,4,2,2,21,3,3,21,16,5,10,5,0,0,0,1,0.9948024378365069
747,38,0,travel_rarely,sales,3,4,life sciences,2,male,3,2,sales executive,4,single,6861,8,yes,12,3,3,0,19,1,3,1,0,0,0,4,0,1,0,2,0.3050255027716329
748,26,1,non-travel,sales,29,2,medical,2,male,1,2,sales executive,1,single,4969,8,no,18,3,4,0,7,6,3,2,2,2,2,3,0,0,0,2,0.05546020506481898
752,36,1,travel_rarely,research & development,16,4,life sciences,3,female,4,1,laboratory technician,1,single,2743,1,no,16,3,3,0,18,1,3,17,13,15,14,2,0,0,1,1,0.5429452423908371
753,39,0,travel_frequently,research & development,22,3,medical,4,female,3,3,manufacturing director,1,single,10880,1,yes,13,3,3,0,21,2,3,21,6,2,8,5,0,0,0,3,0.8842863483311453
754,33,0,non-travel,sales,8,1,life sciences,2,female,2,1,sales representative,4,single,2342,0,no,19,3,4,0,3,2,2,2,2,2,2,1,0,0,1,2,0.6650213323402226
756,32,0,non-travel,research & development,29,4,medical,4,female,3,1,laboratory technician,3,single,4025,9,no,12,3,2,0,10,2,3,8,7,7,7,2,0,0,1,2,0.35302359576233505
757,34,0,travel_rarely,sales,1,4,marketing,2,male,4,2,sales executive,4,divorced,9725,0,no,11,3,4,1,16,2,2,15,1,0,9,4,0,0,0,0,0.999244916468704
761,36,1,travel_rarely,research & development,15,3,other,1,male,3,2,laboratory technician,3,divorced,4834,7,no,14,3,2,1,9,3,2,1,0,0,0,3,0,1,1,0,0.5391713983725601
762,26,1,travel_frequently,research & development,2,3,life sciences,1,male,3,1,research scientist,1,married,2042,6,yes,14,3,2,1,6,2,3,3,2,1,2,1,0,0,0,2,0.009087699073279961
763,34,0,travel_rarely,sales,10,4,life sciences,3,female,3,1,sales representative,3,married,2220,1,yes,19,3,4,1,1,2,3,1,1,0,0,1,1,1,1,1,0.44109292803894873
764,28,0,travel_rarely,sales,10,1,medical,4,male,3,1,sales representative,2,married,1052,1,no,22,4,2,0,1,5,3,1,0,0,0,1,1,1,1,0,0.8946236261870995
765,38,0,travel_frequently,research & development,3,4,other,3,male,3,1,research scientist,3,married,2821,3,no,16,3,1,1,8,2,3,2,2,2,2,2,0,0,0,1,0.8739966258937596
767,37,0,travel_rarely,research & development,3,3,other,4,female,3,2,healthcare representative,2,single,4107,3,no,15,3,1,0,8,3,2,4,3,0,1,2,0,0,0,1,0.8053756585517051
768,40,0,travel_rarely,sales,26,3,marketing,3,male,3,2,sales executive,1,married,8396,1,no,14,3,2,1,8,3,2,7,7,7,5,4,0,0,0,0,0.6451038175742881
769,26,0,travel_frequently,research & development,1,1,medical,1,female,2,1,research scientist,3,divorced,2007,1,no,13,3,3,2,5,5,3,5,3,1,3,1,0,0,0,1,0.9626687468790941
773,36,0,travel_rarely,research & development,12,5,medical,4,female,2,3,manufacturing director,4,single,8858,0,no,11,3,2,0,15,2,2,14,8,7,8,4,0,0,0,1,0.9821992502571132
776,20,1,travel_frequently,sales,9,3,marketing,4,female,3,1,sales representative,4,single,2323,1,yes,14,3,2,0,2,3,3,2,2,0,2,1,0,0,1,3,0.11467809126715742
777,21,1,travel_rarely,research & development,10,3,life sciences,3,female,2,1,laboratory technician,1,single,1416,1,no,13,3,1,0,1,6,2,1,0,1,0,1,1,1,1,1,0.00717597695511342
780,28,1,non-travel,research & development,24,2,technical degree,2,male,2,3,healthcare representative,1,single,8722,1,no,12,3,1,0,10,2,2,10,7,1,9,4,0,0,0,2,0.36376799387415276
781,26,0,travel_rarely,research & development,1,2,medical,1,male,2,1,laboratory technician,1,married,3955,1,no,16,3,1,2,6,2,3,5,3,1,3,2,0,0,1,0,0.253840924754031
782,30,0,travel_rarely,research & development,20,3,other,3,male,3,2,manufacturing director,1,married,9957,0,no,15,3,3,1,7,1,2,6,2,0,2,5,0,0,0,0,0.9348491718232884
783,41,0,travel_rarely,research & development,7,2,technical degree,2,female,4,1,research scientist,3,married,3376,1,no,13,3,3,0,10,3,3,10,6,0,8,2,0,0,0,0,0.999246074480544
784,38,0,travel_rarely,research & development,17,1,life sciences,3,female,2,3,healthcare representative,3,married,8823,0,no,18,3,1,1,20,4,2,19,9,1,9,4,0,0,0,0,0.988503110419064
785,40,0,travel_rarely,research & development,20,4,technical degree,1,male,3,3,healthcare representative,4,married,10322,4,no,20,4,4,1,14,6,3,11,10,11,1,5,0,0,0,0,0.9936984885364425
786,27,0,non-travel,research & development,8,5,life sciences,1,male,1,1,laboratory technician,3,married,4621,1,no,19,3,4,3,3,4,3,3,2,1,2,3,0,0,1,1,0.894710050655463
788,28,0,travel_rarely,research & development,10,3,other,3,female,3,2,research scientist,3,single,3660,3,no,13,3,4,0,10,4,4,8,7,1,7,2,0,0,0,1,0.9930733632851805
790,33,0,travel_rarely,research & development,5,3,life sciences,4,male,2,3,healthcare representative,4,divorced,7119,4,no,15,3,3,1,9,2,3,3,2,1,2,4,0,0,0,0,0.9952206855560829
791,35,1,travel_rarely,sales,4,3,technical degree,4,male,3,3,sales executive,1,single,9582,0,yes,22,4,1,0,9,2,3,8,7,4,7,4,0,0,0,2,0.3542017193000809
792,33,1,travel_frequently,research & development,29,4,medical,1,female,2,2,research scientist,3,single,4508,1,no,22,4,2,0,14,4,3,13,7,3,8,3,0,0,0,2,0.7482389933478155
793,28,0,travel_rarely,research & development,15,2,life sciences,1,male,3,1,laboratory technician,3,divorced,2207,1,no,16,3,4,1,4,5,2,4,2,2,2,1,0,0,1,0,0.8249408731153877
794,34,0,travel_frequently,research & development,3,1,life sciences,1,male,3,2,healthcare representative,4,single,7756,0,no,17,3,3,0,7,1,2,6,2,0,4,4,0,0,0,2,0.8243652871506046
795,37,0,travel_rarely,sales,10,4,life sciences,4,female,2,2,sales executive,4,divorced,6694,2,yes,14,3,3,3,8,5,3,1,0,0,0,4,0,1,0,1,0.990394807346905
796,25,1,travel_rarely,research & development,4,1,technical degree,4,male,3,1,laboratory technician,4,married,3691,1,yes,15,3,2,1,7,3,4,7,7,5,6,2,0,0,1,1,0.8646898845569865
797,26,1,travel_rarely,research & development,21,3,medical,1,male,3,1,laboratory technician,3,divorced,2377,1,no,20,4,3,1,1,0,2,1,1,0,0,1,1,1,1,0,0.4060135917847989
798,33,1,travel_rarely,research & development,25,3,medical,1,male,2,1,research scientist,2,single,2313,4,yes,20,4,2,0,5,0,3,2,2,2,2,1,0,0,0,2,0.007424641314784974
800,28,1,travel_frequently,research & development,1,3,medical,1,male,2,1,laboratory technician,2,divorced,2596,1,no,15,3,1,2,1,2,3,1,0,0,0,1,1,1,1,1,0.06755540098478384
802,33,0,travel_frequently,sales,7,3,life sciences,4,female,3,2,sales executive,2,married,4302,0,no,17,3,3,1,4,3,3,3,2,0,2,3,0,0,0,1,0.9696599041739702
803,34,0,non-travel,research & development,3,4,life sciences,3,male,2,1,research scientist,4,married,2979,3,no,17,3,4,3,6,2,3,0,0,0,0,2,0,1,0,1,0.9976441929175233
807,38,0,travel_rarely,sales,10,4,marketing,3,male,2,3,sales executive,3,divorced,8740,0,yes,14,3,2,2,9,2,3,8,7,2,7,4,0,0,0,1,0.9227616309283914
808,29,0,travel_rarely,research & development,28,4,life sciences,3,female,3,1,research scientist,4,divorced,2514,4,no,22,4,1,1,11,1,3,7,5,1,7,1,0,0,0,0,0.9451998841587452
809,28,0,travel_rarely,research & development,3,3,medical,4,female,3,3,manufacturing director,2,divorced,7655,0,no,17,3,2,3,10,3,2,9,7,1,7,4,0,0,0,0,0.9997328931815286
811,38,0,travel_rarely,sales,2,2,marketing,4,male,3,3,sales executive,2,single,7351,7,no,16,3,3,0,10,2,3,1,0,0,0,4,0,1,0,1,0.7865426312937243
813,39,1,travel_frequently,research & development,2,3,life sciences,1,male,3,4,healthcare representative,4,divorced,12169,7,no,11,3,4,3,21,4,3,18,7,11,5,5,0,0,0,1,0.9919639622054094
814,40,0,travel_rarely,research & development,14,3,medical,3,male,2,5,research director,3,single,19626,1,no,14,3,1,0,21,2,4,20,7,4,9,5,0,0,0,1,0.8759493548062276
815,21,0,travel_rarely,research & development,1,1,technical degree,4,female,2,1,research scientist,2,single,2070,1,yes,11,3,3,0,2,6,4,2,2,2,2,1,0,0,0,2,0.4774386930931128
816,39,0,non-travel,research & development,9,3,life sciences,3,male,3,2,laboratory technician,2,single,6782,9,no,15,3,3,0,9,2,2,5,4,0,3,4,0,0,1,2,0.6480829910033635
817,36,0,non-travel,research & development,18,4,life sciences,1,male,3,2,manufacturing director,4,single,7779,2,no,20,4,1,0,18,0,3,11,9,0,9,4,0,0,0,2,0.9890631358963836
818,31,0,travel_frequently,sales,20,3,life sciences,3,male,4,1,sales representative,4,married,2791,0,no,12,3,1,1,3,4,3,2,2,2,2,2,0,0,1,1,0.942537320334674
819,28,0,travel_rarely,research & development,2,1,life sciences,1,male,2,1,research scientist,2,married,3201,0,no,17,3,1,0,6,2,1,5,3,0,4,2,0,0,0,0,0.14132823606028502
820,35,0,travel_frequently,sales,11,2,marketing,4,male,3,2,sales executive,4,divorced,4968,1,no,11,3,4,1,5,3,3,5,2,0,2,3,0,0,0,1,0.997768859663339
822,34,0,travel_frequently,research & development,2,2,life sciences,4,male,3,2,manufacturing director,3,single,4033,2,no,11,3,4,0,5,3,2,3,2,0,2,2,0,0,0,2,0.9836982759464333
823,29,0,travel_frequently,research & development,10,3,life sciences,4,female,3,1,research scientist,2,divorced,3291,0,no,14,3,4,2,8,2,2,7,5,1,1,2,0,0,0,1,0.9873407166918805
825,29,0,travel_rarely,research & development,8,1,medical,2,male,2,2,manufacturing director,4,married,5056,1,yes,15,3,3,1,10,2,2,10,7,1,2,3,0,0,0,1,0.8746627009590496
826,38,0,travel_rarely,human resources,1,3,human resources,3,male,4,1,human resources,3,married,2844,1,no,13,3,4,1,7,2,4,7,6,5,0,2,0,0,0,0,0.9928436680069391
827,28,0,travel_frequently,research & development,6,3,life sciences,3,male,2,1,research scientist,3,divorced,2703,1,yes,14,3,4,1,3,2,3,3,1,0,2,2,0,0,0,2,0.6295073462717381
828,18,1,non-travel,research & development,8,1,medical,3,male,3,1,laboratory technician,3,single,1904,1,no,12,3,4,0,0,0,3,0,0,0,0,1,1,1,1,2,0.4513025234845243
829,33,1,travel_rarely,sales,9,4,marketing,1,female,3,2,sales executive,1,single,8224,0,yes,17,3,1,0,6,3,3,5,2,0,3,4,0,0,0,2,0.020787134727108803
830,41,0,travel_rarely,research & development,12,4,life sciences,2,male,3,1,laboratory technician,4,married,4766,3,yes,11,3,1,1,6,4,3,1,0,0,0,3,0,1,1,1,0.5963492919449745
831,31,1,travel_frequently,research & development,15,3,medical,3,male,3,1,laboratory technician,3,married,2610,1,no,12,3,3,1,2,5,2,2,2,2,2,1,0,0,1,1,0.9001388429690359
832,37,0,travel_rarely,research & development,25,2,medical,3,female,2,2,healthcare representative,4,divorced,5731,7,no,13,3,3,2,9,2,3,6,2,1,3,3,0,0,0,0,0.9916129237817956
833,27,0,travel_rarely,research & development,6,3,life sciences,4,male,2,1,research scientist,3,married,2539,1,no,13,3,3,1,4,0,3,4,2,2,2,1,0,0,0,0,0.8428888842004357
834,34,0,travel_rarely,sales,9,1,life sciences,2,female,3,2,sales executive,3,married,5714,1,no,20,4,1,0,6,3,2,6,5,1,3,3,0,0,0,0,0.8418928877074146
835,35,0,travel_rarely,human resources,8,4,technical degree,3,male,3,1,human resources,3,single,4323,1,no,17,3,2,0,6,2,1,5,4,1,4,3,0,0,0,1,0.5810235621562769
836,29,1,travel_rarely,sales,23,1,life sciences,4,female,2,3,sales executive,1,married,7336,1,no,13,3,1,1,11,3,1,11,8,3,10,4,0,0,0,0,0.5679505268143146
837,40,0,travel_frequently,research & development,9,4,medical,2,female,3,3,research director,3,single,13499,9,no,17,3,3,0,20,3,2,18,7,2,13,5,0,0,0,2,0.8699468321962451
840,35,0,travel_rarely,research & development,1,4,medical,4,male,2,1,laboratory technician,3,married,2258,6,no,12,3,2,1,10,2,3,8,0,1,7,1,0,0,1,0,0.9189112880954761
841,24,0,travel_rarely,research & development,24,3,medical,4,male,3,1,laboratory technician,2,single,3597,8,no,22,4,4,0,6,2,3,4,3,1,2,2,0,0,1,1,0.46311339537327956
842,28,1,travel_rarely,research & development,12,1,life sciences,3,female,3,1,laboratory technician,4,married,2515,1,yes,11,3,4,0,1,4,2,1,1,0,0,1,1,1,1,1,0.4570428245827421
843,26,0,travel_rarely,research & development,3,4,medical,1,male,4,1,laboratory technician,4,married,4420,1,no,22,4,2,1,8,2,3,8,7,0,7,3,0,0,1,0,0.9950433973129073
844,30,0,travel_rarely,sales,10,3,marketing,3,male,2,2,sales executive,3,married,6578,1,no,18,3,1,1,10,3,3,10,3,1,4,4,0,0,0,0,0.786598819699891
845,40,0,travel_frequently,research & development,26,2,medical,3,female,2,2,research scientist,4,married,4422,3,yes,13,3,4,1,16,3,1,1,1,0,0,3,0,1,0,2,0.9075241556274629
